# CATH_ID	S35_REPS	DOMAINS	NAME
3.30.1370.10	34	127	K Homology domain, type 1
3.30.1370.20	1	2	
3.30.1370.30	3	395	
3.30.1370.50	6	11	R3H-like domain
3.30.1370.60	8	58	Hypothetical oxidoreductase yiak; domain 2
3.30.1370.70	3	7	Scaffold protein Nfu/NifU, N-terminal domain
3.30.1370.80	1	4	Molybdopterin cofactor biosynthesis MoaD-related, C-terminal domain
3.30.1370.90	1	1	
3.30.1370.100	3	12	
3.30.1370.110	4	10	
3.30.1370.120	8	21	
3.30.1370.130	1	2	
3.30.1370.140	1	2	
3.30.1370.150	1	1	
3.30.1370.160	1	1	
3.30.1370.170	3	11	
3.30.1370.180	1	2	
3.30.1370.190	1	2	
3.30.1370.200	1	2	
3.30.1380.10	10	90	
3.30.1380.20	6	40	Trafficking protein particle complex subunit 3
3.30.1390.10	3	79	
3.30.1390.20	3	328	Ribosomal protein L30, ferredoxin-like fold domain
3.30.1390.30	1	34	Penicillin-binding protein 2a; domain 3
3.30.1390.40	1	26	Ribosomal protein L30p/L7e
3.30.1400.10	1	12	ZipA, C-terminal FtsZ-binding domain
3.30.1410.10	1	35	GTP cyclohydrolase I feedback regulatory protein GFRP
3.30.1420.10	3	14	
3.30.1430.10	2	119	
3.30.1440.10	9	401	
3.30.1450.10	7	61	
3.30.1450.20	2	26	
3.30.1460.10	17	76	
3.30.1460.20	3	60	
3.30.1460.30	1	2	YgaC/TfoX-N like chaperone
3.30.1460.40	1	1	
3.30.1460.50	4	9	
3.30.1460.60	1	1	
3.30.1460.70	1	2	
3.30.1470.10	2	15	Photosystem I PsaD, reaction center subunit II
3.30.1480.10	4	7	NusA, N-terminal domain
3.30.1490.10	2	395	
3.30.1490.20	41	573	ATP-grasp fold, A domain
3.30.1490.30	2	6	
3.30.1490.40	3	14	
3.30.1490.50	2	11	
3.30.1490.70	12	66	
3.30.1490.80	3	11	
3.30.1490.100	9	405	DNA polymerase, Y-family, little finger domain
3.30.1490.110	1	5	
3.30.1490.120	4	82	RNA polymerase Rpb7-like, N-terminal domain
3.30.1490.130	1	12	D-aminoacylase. Domain 3
3.30.1490.140	1	26	Amyloidogenic glycoprotein, copper-binding domain
3.30.1490.150	1	7	Hypothetical protein ph0010; domain 2
3.30.1490.160	1	1	ctc02137 like domains 
3.30.1490.170	1	2	Allophycocyanin linker chain (domain)
3.30.1490.180	1	59	RNA polymerase ii
3.30.1490.190	7	53	
3.30.1490.200	1	2	
3.30.1490.210	1	2	
3.30.1490.220	1	3	
3.30.1490.230	1	32	
3.30.1490.240	1	1	
3.30.1490.250	1	4	
3.30.1490.260	1	1	
3.30.1490.270	1	1	
3.30.1490.280	1	5	
3.30.1490.290	1	4	
3.30.1490.300	2	4	
3.30.1490.310	1	11	
3.30.1490.320	1	1	
3.30.1490.330	1	3	
3.30.1490.340	1	1	
3.30.1490.350	1	1	
3.30.1490.360	1	1	
3.30.1490.370	1	3	
3.30.1490.380	1	1	
3.30.1490.390	1	8	
3.30.1490.400	1	3	
3.30.1490.410	1	1	
3.30.1490.420	1	4	
3.30.1490.430	1	2	
3.30.1490.440	1	4	
3.30.1490.450	1	6	
3.30.1490.460	1	3	
3.30.1500.10	3	57	Haem-binding HasA
3.30.1510.10	1	40	Domain 2, N(10)-formyltetrahydrofolate synthetase
3.30.1520.10	22	71	Phox-like domain
3.30.1530.10	1	18	manganese catalase, domain 2, chain A
3.30.1540.10	4	96	formyl-coa transferase, domain 3
3.30.1550.10	3	131	Ribosomal protein L11/L12, N-terminal domain
3.30.1560.10	1	17	Mago nashi
3.30.1570.10	1	3	Protein-tyrosine phosphatase, YopH, N-terminal domain
3.30.1580.10	1	3	Head-to-tail joining protein W
3.30.1590.10	1	2	Maltooligosyl trehalose synthase, domain 2
3.30.1600.10	7	191	SIR2/SIRT2 'Small Domain'
3.30.1610.10	3	25	Peptidase S59, nucleoporin
3.30.1610.20	1	6	
3.30.1620.10	1	4	b-12 dependent (class ii) ribonucleotide reductase, Chain A, Domain 2
3.30.1640.10	7	59	mini-chromosome maintenance (MCM) complex, chain A, domain 1
3.30.1640.20	1	1	
3.30.1650.10	1	25	Bifunctional carbon monoxide dehydrogenase/acetyl-coa synthase(codh/acs), Chain M, domain 3
3.30.1660.10	7	150	Flavin-binding protein dodecin
3.30.1660.20	1	12	
3.30.1660.30	1	5	
3.30.1660.40	1	1	
3.30.1670.10	1	1	3-mercaptopyruvate sulfurtransferase, domain 3
3.30.1670.20	1	2	
3.30.1680.10	12	99	ligand-binding face of the semaphorins, domain 2
3.30.1680.30	1	1	
3.30.1680.40	1	1	
3.30.1690.10	4	14	TcpA-like pilin
3.30.1690.20	1	2	
3.30.1700.10	2	81	lpxc deacetylase, domain 2
3.30.1710.10	3	7	top7, de novo designed protein
3.30.1730.10	1	27	AMP nucleoside phosphorylase, N-terminal domain
3.30.1740.10	6	40	Zinc finger, PARP-type
3.30.1740.20	1	55	
3.30.1750.10	1	13	Hemolytic lectin CEL-III, C-terminal domain
3.30.1750.20	3	70	
3.30.1760.10	1	1	Conserved hypothetical protein from pyrococcus furiosus pfu- 392566-001, domain 2
3.30.1770.10	1	25	TPR 1 domain of DNA polymerase
3.30.1780.10	5	23	ornithine cyclodeaminase, domain 1
3.30.1790.10	1	1	hypothetical protein mp506/mpn330, domain 2
3.30.1810.10	1	1	YdfO-like
3.30.1820.10	1	1	Lp2179-like
3.30.1830.10	1	1	YehR-like
3.30.1830.20	1	2	
3.30.1840.10	3	6	Polyphosphate kinase middle domain
3.30.1850.10	1	14	MoCo carrier protein-like
3.30.1860.10	1	4	uncharacterized conserved protein from methanopyrus kandleri domain like
3.30.1870.10	1	4	EreA-like; domain 2
3.30.1880.10	2	25	protein ne1242 domain like
3.30.1880.20	1	88	
3.30.1890.10	4	47	FepE-like
3.30.1900.10	1	2	glyoxalase-related enzyme like domain
3.30.1900.20	1	3	
3.30.1910.10	1	1	so0334 like domain
3.30.1920.10	3	9	Baseplate protein-like domains - 2 layer sandwich fold
3.30.1920.20	1	4	
3.30.1920.30	1	8	
3.30.1930.10	1	1	capsid protein of prophage domain
3.30.1940.10	1	4	YtpR-like
3.30.1950.10	1	24	wza like domain
3.30.1960.10	3	11	tRNA wybutosine-synthesizing-like
3.30.1970.10	1	2	AF2331-like
3.30.1980.10	1	1	Hypothetical protein YunC
3.30.1990.10	1	1	CbiD-like
3.30.1990.20	1	2	
3.30.2000.10	1	6	Phage tail protein-like
3.30.2000.20	1	1	
3.30.2000.30	2	3	
3.30.2000.40	1	12	
3.30.2010.10	5	19	Metalloproteases ("zincins"), catalytic domain
3.30.2010.20	2	4	
3.30.2020.10	1	2	NE0471-like N-terminal domain
3.30.2020.20	2	3	
3.30.2020.30	2	18	
3.30.2030.10	1	1	YwmB-like
3.30.2030.20	1	1	
3.30.2030.30	1	2	
3.30.2040.10	1	3	PSTPO5379-like domain
3.30.2050.10	1	45	photosynthetic oxygen evolving center domain
3.30.2060.10	4	20	Penicillin-binding protein 1b domain
3.30.2070.10	1	8	Formate dehydrogenase/DMSO reductase,
3.30.2080.10	2	41	GH92 mannosidase domain
3.30.2090.10	2	294	Multidrug efflux transporter AcrB TolC docking domain; DN and DC subdomains 
3.30.2110.10	1	1	CbiD-like 
3.30.2120.10	1	2	Bacillus phage protein-like
3.30.2120.20	1	1	
3.30.2130.10	6	51	VC0802-like
3.30.2130.30	6	21	
3.30.2140.10	3	39	Arylamine N-acetyltransferase
3.30.2140.20	2	7	
3.30.2150.10	1	1	Fibrillarin homologue
3.30.2160.10	2	20	Hect, E3 ligase catalytic domain
3.30.2170.10	4	18	archaeoglobus fulgidus dsm 4304 superfamily
3.30.2180.10	1	2	ATP12-like
3.30.2180.30	1	5	
3.30.2190.10	1	2	PG1857-like
3.30.2200.10	1	2	histidine kinase doma clostridium symbiosum atcc 14940
3.30.2210.10	1	4	Integron cassette protein superfamily
3.30.2220.10	1	2	rbstp2171 
3.30.2220.20	1	2	
3.30.2220.30	1	2	
3.30.2230.10	2	18	DUSP-like
3.30.2240.10	1	15	mRNA decapping enzyme DcpS N-terminal domain
3.30.2250.10	2	4	Bifunctional DNA primase/polymerase domain
3.30.2260.10	1	8	Enhancer of rudimentary
3.30.2270.10	1	8	Folate-binding superfamily
3.30.2280.10	1	1	Hypothetical protein (hspc210)
3.30.2290.10	3	8	PmbA/TldD superfamily
3.30.2300.10	3	7	THUMP superfamily
3.30.2300.20	1	4	
3.30.2310.10	1	2	YaeB-like
3.30.2310.20	12	111	RelE-like
3.30.2310.30	1	10	
3.30.2310.40	1	2	
3.30.2310.50	1	6	
3.30.2320.10	4	50	hypothetical protein PF0899 domain
3.30.2320.20	2	3	Class I aminoacyl-tRNA synthetases (RS)
3.30.2320.30	3	11	
3.30.2320.40	1	1	
3.30.2320.50	1	10	
3.30.2320.60	1	1	
3.30.2320.80	1	1	
3.30.2330.10	2	21	arginine biosynthesis bifunctional protein suprefamily
3.30.2330.20	1	19	family 98 glycoside hydrolase
3.30.2330.30	1	4	
3.30.2340.10	1	5	tRNA pseudouridine synthase TruD
3.30.2350.10	9	55	Pseudouridine synthase
3.30.2350.20	2	7	
3.30.2360.10	1	5	Glyceraldehyde-3-phosphate dehydrogenase-like domain
3.30.2370.10	1	4	putative pyruvate dehydrogenase
3.30.2380.10	4	12	CGI121/TPRKB
3.30.2390.10	1	1	TTHA1013-like
3.30.2400.10	1	35	Major capsid protein gp5
3.30.2400.20	1	3	
3.30.2400.30	1	10	
3.30.2410.10	3	22	Hect, E3 ligase catalytic domain
3.30.2420.10	1	9	TonB 
3.30.2430.10	1	17	phosphothreonine lyase
3.30.2440.10	1	2	Secreted effector protein SifA
3.30.2450.10	1	1	Secreted effector protein pipB2
3.30.2450.20	1	1	
3.30.2460.10	1	2	Endo-n-acetylneuraminidase domain
3.30.2460.20	1	1	
3.40.5.10	2	208	Ribosomal protein L9, N-terminal domain
3.40.5.20	1	1	YqbF domain
3.40.5.30	1	2	(Trans)glycosidases - domain 2
3.40.5.40	1	2	
3.40.5.50	2	11	
3.40.5.60	1	6	
3.40.5.70	1	1	
3.40.5.80	1	1	
3.40.5.90	4	50	
3.40.5.100	1	10	
3.40.10.10	2	5	DNA Methylphosphotriester Repair Domain
3.40.20.10	26	286	Severin
3.40.20.20	1	4	
3.40.30.10	325	3880	Glutaredoxin
3.40.30.20	2	10	
3.40.30.30	1	1	Hypothetical protein sa0798.
3.40.30.40	1	15	Perfringolysin
3.40.30.50	2	2	
3.40.30.60	4	11	
3.40.30.70	1	4	
3.40.30.80	2	9	
3.40.30.90	1	11	
3.40.30.110	1	5	
3.40.30.120	3	44	
3.40.30.130	3	21	
3.40.33.10	15	62	CAP
3.40.35.10	5	15	Phosphotransferase system, sorbose subfamily IIB component
3.40.47.10	76	1871	
3.40.47.40	1	6	
3.40.50.20	43	518	
3.40.50.40	4	208	
3.40.50.80	23	278	Nucleotide-binding domain of ferredoxin-NADP reductase (FNR) module
3.40.50.140	4	40	
3.40.50.150	287	2396	Vaccinia Virus protein VP39
3.40.50.170	11	156	Formyl transferase, N-terminal domain
3.40.50.180	1	4	Methylesterase CheB, C-terminal domain
3.40.50.200	26	433	Peptidase S8/S53 domain
3.40.50.220	1	3	
3.40.50.261	9	125	Succinyl-CoA synthetase domains
3.40.50.280	12	107	Cobalamin-binding domain
3.40.50.300	545	8112	P-loop containing nucleotide triphosphate hydrolases
3.40.50.360	53	724	
3.40.50.410	30	385	von Willebrand factor, type A domain
3.40.50.450	27	301	
3.40.50.460	8	122	
3.40.50.510	10	69	Phosphotransferase system, mannose-type IIA component
3.40.50.620	136	1485	HUPs
3.40.50.670	6	67	
3.40.50.700	3	158	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
3.40.50.720	629	10268	NAD(P)-binding Rossmann-like Domain
3.40.50.740	12	105	
3.40.50.790	5	95	
3.40.50.800	21	238	Anticodon-binding domain
3.40.50.850	21	157	Isochorismatase-like
3.40.50.880	60	815	
3.40.50.920	13	239	
3.40.50.960	6	515	Lumazine/riboflavin synthase
3.40.50.970	55	1456	
3.40.50.980	13	72	
3.40.50.1000	138	1252	HAD superfamily/HAD-like
3.40.50.1010	30	182	5'-nuclease
3.40.50.1070	1	21	
3.40.50.1100	52	1114	
3.40.50.1110	39	199	SGNH hydrolase
3.40.50.1170	4	208	L-asparaginase, N-terminal domain
3.40.50.1220	32	734	TPP-binding domain
3.40.50.1240	33	376	Phosphoglycerate mutase-like
3.40.50.1260	6	152	
3.40.50.1360	21	184	
3.40.50.1370	23	762	Aspartate/ornithine carbamoyltransferase
3.40.50.1380	8	121	Methylglyoxal synthase-like domain
3.40.50.1390	9	75	
3.40.50.1400	12	178	
3.40.50.1440	12	474	Tubulin/FtsZ, GTPase domain
3.40.50.1450	5	15	HybD-like
3.40.50.1460	17	467	
3.40.50.1470	3	75	Peptidyl-tRNA hydrolase
3.40.50.1480	3	155	
3.40.50.1580	23	1268	
3.40.50.1700	7	119	Glycoside hydrolase family 3 C-terminal domain
3.40.50.1760	2	15	Glutathione synthase, substrate-binding domain superfamily, eukaryotic
3.40.50.1780	2	7	
3.40.50.1820	252	3274	
3.40.50.1860	18	189	
3.40.50.1910	4	29	
3.40.50.1950	7	67	Flavin prenyltransferase-like
3.40.50.1970	15	152	
3.40.50.1980	100	1040	Nitrogenase molybdenum iron protein domain
3.40.50.2000	100	1455	Glycogen Phosphorylase B;
3.40.50.2020	39	689	
3.40.50.2030	7	123	
3.40.50.2060	5	30	
3.40.50.2300	398	2387	
3.40.50.7700	2	174	PurE domain
3.40.50.9100	3	513	Dehydroquinase, class II
3.40.50.9200	1	1	Hypothetical protein MTH538
3.40.50.10010	1	6	Type-2 restriction enzyme NgoMIV
3.40.50.10050	4	13	Translation initiation factor IF- 2, domain 3
3.40.50.10070	1	20	TolB, N-terminal domain
3.40.50.10090	10	32	
3.40.50.10110	1	3	DNA polymerase III subunit chi
3.40.50.10130	7	24	
3.40.50.10140	12	59	Toll/interleukin-1 receptor homology (TIR) domain
3.40.50.10150	4	48	B12-dependent dehydatase associated subunit
3.40.50.10160	1	2	MTH777-like
3.40.50.10170	5	11	
3.40.50.10180	1	5	
3.40.50.10190	54	323	BRCT domain
3.40.50.10210	4	54	
3.40.50.10220	1	3	DNA polymerase III, psi subunit
3.40.50.10230	3	17	Cobalamin biosynthesis CobH/CbiC, precorrin-8X methylmutase
3.40.50.10240	6	33	Thiamin pyrophosphokinase, catalytic domain
3.40.50.10260	4	47	YjeF N-terminal domain
3.40.50.10280	1	6	Methylene-tetrahydromethanopterin dehydrogenase, N-terminal domain
3.40.50.10300	4	18	CoaB-like
3.40.50.10310	3	87	Creatininase
3.40.50.10320	6	64	LmbE-like
3.40.50.10330	13	141	Probable inorganic polyphosphate/atp-NAD kinase; domain 1
3.40.50.10350	1	4	Glycerate kinase; domain 1
3.40.50.10360	1	3	Hypothetical protein TT1679
3.40.50.10380	3	86	Malic enzyme, N-terminal domain
3.40.50.10390	1	5	Gingipain r; domain 1
3.40.50.10400	1	2	Hypothetical protein PA1492
3.40.50.10420	5	17	NagB/RpiA/CoA transferase-like
3.40.50.10440	5	40	Dihydroxyacetone kinase; domain 1
3.40.50.10470	6	54	Translation initiation factor eif-2b; domain 2
3.40.50.10480	2	3	Probable brix-domain ribosomal biogenesis protein
3.40.50.10490	49	903	Glucose-6-phosphate isomerase like protein; domain 1
3.40.50.10540	4	92	Crotonobetainyl-coa:carnitine coa-transferase; domain 1
3.40.50.10550	1	3	Hypothetical protein af1403; domain 2
3.40.50.10580	8	26	ATPase, V1 complex, subunit F
3.40.50.10590	2	9	Zn-dependent exopeptidases 
3.40.50.10600	1	4	SpoIIaa-like domains
3.40.50.10610	5	13	ABC-type transport auxiliary lipoprotein component
3.40.50.10620	1	2	PH0156-like domains
3.40.50.10630	1	1	Uracil-DNA glycosylase-like
3.40.50.10640	2	3	SSO1389-like 
3.40.50.10660	2	6	PrpR receptor domain-like
3.40.50.10670	1	2	af2093 domain
3.40.50.10680	2	11	CofD-like domains
3.40.50.10690	1	2	putative lor/sdh protein like domains
3.40.50.10700	2	4	AF0625-like
3.40.50.10710	2	18	Metallo-hydrolase/oxidoreductase
3.40.50.10720	1	1	CbiD-like domains 
3.40.50.10730	1	16	Urocanase like domains
3.40.50.10740	6	69	Class I glutamine amidotransferase-like
3.40.50.10750	1	24	Isocitrate/Isopropylmalate dehydrogenase-like
3.40.50.10760	2	2	Reovirus core
3.40.50.10770	2	3	Hypothetical protein VC1899 like domain (Restriction endonuclease-like)
3.40.50.10780	1	5	Dipeptide transport protein
3.40.50.10790	3	77	S-adenosyl-l-methionine hydroxide adenosyltransferase, N-terminal
3.40.50.10800	5	54	NadA-like
3.40.50.10810	4	7	Tandem AAA-ATPase domain
3.40.50.10820	1	3	Inositol 1,3,4-trisphosphate 5/6-kinase domain
3.40.50.10830	1	54	F420-dependent methylenetetrahydromethanopterin dehydrogenase (MTD)
3.40.50.10840	1	6	Putative sugar-binding, N-terminal domain
3.40.50.10850	1	1	Ntrc-like two-domain protein.
3.40.50.10860	23	447	Leucine Dehydrogenase, chain A, domain 1
3.40.50.10870	1	6	Glycosyl hydrolase family 3
3.40.50.10880	2	4	
3.40.50.10890	4	65	
3.40.50.10900	7	23	
3.40.50.10910	1	1	
3.40.50.10920	1	2	
3.40.50.10930	2	5	
3.40.50.10940	1	33	
3.40.50.10950	2	24	
3.40.50.10960	1	2	
3.40.50.10970	1	2	
3.40.50.10980	1	1	
3.40.50.10990	2	7	
3.40.50.11000	1	1	
3.40.50.11010	1	4	
3.40.50.11020	1	1	
3.40.50.11030	2	4	
3.40.50.11040	1	2	
3.40.50.11050	2	14	
3.40.50.11060	2	7	
3.40.50.11070	1	2	
3.40.50.11080	1	7	
3.40.50.11090	1	6	
3.40.50.11100	1	2	
3.40.50.11110	2	33	
3.40.50.11120	3	33	
3.40.50.11130	1	27	
3.40.50.11140	1	3	
3.40.50.11150	1	4	
3.40.50.11160	1	4	
3.40.50.11170	2	10	
3.40.50.11180	1	5	
3.40.50.11190	1	2	
3.40.50.11200	1	1	
3.40.50.11210	1	6	
3.40.50.11220	1	2	
3.40.50.11230	5	16	
3.40.50.11240	1	12	
3.40.50.11250	1	2	
3.40.50.11260	3	26	
3.40.50.11270	2	59	
3.40.50.11280	1	1	
3.40.50.11290	1	1	
3.40.50.11300	1	2	
3.40.50.11310	1	3	
3.40.50.11320	1	7	
3.40.50.11330	1	4	
3.40.50.11340	3	17	
3.40.50.11350	4	18	
3.40.50.11370	1	5	
3.40.50.11380	3	66	
3.40.50.11390	1	2	
3.40.50.11400	1	2	
3.40.50.11410	1	1	
3.40.50.11420	1	1	
3.40.50.11440	2	7	
3.40.50.11450	1	9	
3.40.50.11460	2	4	
3.40.50.11480	1	44	
3.40.50.11490	1	2	
3.40.50.11500	1	2	
3.40.50.11510	2	3	
3.40.50.11530	1	1	
3.40.50.11540	1	15	
3.40.50.11550	2	5	
3.40.50.11570	1	6	
3.40.50.11580	2	25	
3.40.50.11590	1	4	
3.40.50.11600	1	12	
3.40.50.11610	1	45	
3.40.50.11620	1	1	
3.40.50.11630	1	1	
3.40.50.11650	1	9	
3.40.50.11660	1	9	
3.40.50.11670	1	6	
3.40.50.11680	1	10	
3.40.50.11690	1	4	
3.40.50.11700	1	2	
3.40.50.11710	3	12	
3.40.50.11720	1	8	
3.40.50.11730	1	4	
3.40.50.11740	1	6	
3.40.50.11750	1	6	
3.40.50.11760	1	1	
3.40.50.11770	1	1	
3.40.50.11780	1	4	
3.40.50.11790	1	1	
3.40.50.11800	1	1	
3.40.50.11810	1	1	
3.40.50.11820	1	20	
3.40.50.11830	1	4	
3.40.50.11840	1	4	
3.40.50.11850	1	4	
3.40.50.11860	1	4	
3.40.50.11880	1	4	
3.40.50.11890	1	5	
3.40.50.11900	1	5	
3.40.50.11920	1	4	
3.40.50.11930	1	4	
3.40.50.11940	1	14	
3.40.50.11950	1	20	
3.40.50.11960	1	1	
3.40.50.11970	1	4	
3.40.50.11980	2	20	
3.40.50.11990	1	3	
3.40.50.12000	2	4	
3.40.50.12020	1	12	
3.40.50.12030	1	10	
3.40.50.12050	1	2	
3.40.50.12060	1	5	
3.40.50.12080	1	4	
3.40.50.12090	2	9	
3.40.50.12100	2	61	
3.40.50.12110	1	8	
3.40.50.12120	1	1	
3.40.50.12140	1	1	
3.40.50.12150	1	32	
3.40.50.12160	1	2	
3.40.50.12170	2	3	
3.40.50.12180	1	2	
3.40.50.12190	1	4	
3.40.50.12210	2	15	
3.40.50.12220	1	4	
3.40.50.12230	2	26	
3.40.50.12240	2	57	
3.40.50.12250	1	23	
3.40.50.12260	2	29	
3.40.50.12270	1	2	
3.40.50.12280	1	15	
3.40.50.12290	1	2	
3.40.50.12300	1	11	
3.40.50.12310	1	6	
3.40.50.12320	1	2	
3.40.50.12330	1	1	
3.40.50.12340	1	1	
3.40.50.12350	1	13	
3.40.50.12360	1	6	
3.40.50.12370	4	19	
3.40.50.12380	1	4	
3.40.50.12390	1	2	
3.40.50.12420	1	1	
3.40.50.12430	1	2	
3.40.50.12440	1	3	
3.40.50.12450	1	13	
3.40.50.12470	1	45	
3.40.50.12480	1	1	
3.40.50.12500	4	42	
3.40.50.12520	1	2	
3.40.50.12530	1	1	
3.40.50.12540	1	2	
3.40.50.12550	1	9	
3.40.50.12570	1	10	
3.40.50.12580	1	20	
3.40.50.12590	1	2	
3.40.50.12600	1	5	
3.40.50.12610	3	17	
3.40.50.12620	1	1	
3.40.50.12630	1	37	
3.40.50.12640	1	20	
3.40.50.12650	2	4	
3.40.50.12660	1	1	
3.40.50.12670	1	2	
3.40.50.12690	1	3	
3.40.50.12700	1	3	
3.40.50.12710	1	2	
3.40.50.12740	2	6	
3.40.50.12760	1	4	
3.40.50.12770	1	6	
3.40.50.12780	29	202	
3.40.80.10	12	257	Peptidoglycan recognition protein-like
3.40.91.10	4	39	
3.40.91.20	4	25	
3.40.91.30	2	27	
3.40.91.50	2	3	
3.40.91.60	1	8	
3.40.91.70	1	28	
3.40.91.80	2	10	
3.40.91.90	3	111	
3.40.91.100	2	14	
3.40.109.10	44	285	NADH Oxidase
3.40.109.30	1	1	putative nitroreductase (tm1586), domain 2
3.40.109.40	1	2	
3.40.120.10	29	221	Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3
3.40.140.10	32	332	Cytidine Deaminase, domain 2
3.40.140.20	6	76	
3.40.140.30	1	1	Hypothetical protein TM1506
3.40.140.40	1	4	
3.40.140.70	1	2	
3.40.140.80	1	3	
3.40.140.100	1	2	
3.40.190.10	383	4548	Periplasmic binding protein-like II
3.40.190.80	17	396	
3.40.190.90	2	14	
3.40.190.100	3	18	Glycine betaine-binding periplasmic protein; domain 2
3.40.190.120	3	29	Osmoprotection protein (prox); domain 2
3.40.190.140	1	4	
3.40.190.150	3	8	
3.40.190.160	1	1	
3.40.190.170	37	206	
3.40.190.180	2	5	
3.40.190.190	2	5	
3.40.190.200	1	1	
3.40.190.210	1	1	
3.40.190.220	1	12	
3.40.190.230	1	7	
3.40.190.260	1	16	
3.40.190.270	1	5	
3.40.190.290	5	19	
3.40.198.10	2	16	Delta-endotoxin CytB-like
3.40.210.10	1	19	PVUII Endonuclease, subunit A
3.40.210.20	2	13	
3.40.210.30	1	3	
3.40.220.10	27	465	Leucine Aminopeptidase, subunit E, domain 1
3.40.220.20	1	13	
3.40.220.30	1	6	
3.40.225.10	13	110	Class II aldolase/adducin N-terminal domain
3.40.228.10	9	104	Dimethylsulfoxide Reductase, domain 2
3.40.250.10	51	232	Rhodanese-like domain
3.40.250.20	1	1	
3.40.275.10	1	21	L-fucose Isomerase; Chain A, domain 2
3.40.309.10	31	1248	Aldehyde Dehydrogenase; Chain A, domain 2
3.40.350.10	24	171	Creatinase/prolidase N-terminal domain
3.40.366.10	16	89	Malonyl-Coenzyme A Acyl Carrier Protein, domain 2
3.40.366.20	2	11	
3.40.367.20	6	119	
3.40.390.10	30	775	Collagenase (Catalytic Domain)
3.40.390.30	3	7	Metalloproteases ("zincins"), catalytic domain
3.40.390.50	1	3	
3.40.390.60	1	1	
3.40.390.70	1	2	
3.40.395.10	4	66	Adenoviral Proteinase; Chain A
3.40.420.10	15	305	Ricin (A subunit), domain 1
3.40.430.10	28	730	Dihydrofolate Reductase, subunit A
3.40.440.10	2	58	Adenylosuccinate Synthetase, subunit A, domain 1
3.40.449.10	3	108	Phosphoenolpyruvate Carboxykinase, domain 1
3.40.462.10	5	79	FAD-linked oxidases, C-terminal domain
3.40.462.20	10	102	
3.40.462.40	1	8	
3.40.470.10	11	233	Uracil-DNA glycosylase-like domain
3.40.525.10	7	53	CRAL-TRIO lipid binding domain
3.40.532.10	3	34	Peptidase C12, ubiquitin carboxyl-terminal hydrolase
3.40.570.10	6	81	Extracellular Endonuclease, subunit A
3.40.580.10	2	12	Eco RI Endonuclease, subunit A
3.40.600.10	6	130	DNA mismatch repair MutH/Restriction endonuclease, type II
3.40.600.20	1	1	
3.40.600.30	1	2	
3.40.600.40	1	4	
3.40.605.10	34	1248	Aldehyde Dehydrogenase; Chain A, domain 1
3.40.630.10	65	1085	Zn peptidases
3.40.630.20	2	68	Peptidase C15, pyroglutamyl peptidase I-like
3.40.630.30	189	1150	
3.40.630.40	8	30	Zn-dependent exopeptidases
3.40.630.50	1	4	AF0625-like
3.40.630.60	1	3	
3.40.630.70	1	17	
3.40.630.80	1	2	
3.40.630.90	1	1	
3.40.630.100	1	2	
3.40.630.110	1	2	
3.40.630.120	1	8	
3.40.630.150	2	15	
3.40.630.170	1	98	
3.40.630.180	1	2	
3.40.640.10	151	2388	Type I PLP-dependent aspartate aminotransferase-like (Major domain)
3.40.710.10	71	1717	DD-peptidase/beta-lactamase superfamily
3.40.710.30	1	1	
3.40.718.10	12	387	Isopropylmalate Dehydrogenase
3.40.720.10	30	387	Alkaline Phosphatase, subunit A
3.40.800.10	12	380	Ureohydrolase domain
3.40.800.20	5	326	Histone deacetylase domain
3.40.830.10	6	49	LigB-like
3.40.850.10	9	270	Kinesin motor domain
3.40.850.20	2	6	
3.40.910.10	1	10	Deoxyhypusine synthase
3.40.920.10	4	27	Pyruvate-ferredoxin oxidoreductase, PFOR, domain III
3.40.930.10	7	39	Mannitol-specific EII; Chain A
3.40.950.10	1	2	Fe-only Hydrogenase (Larger Subunit); Chain L, domain 3
3.40.950.20	1	5	
3.40.960.10	3	6	VSR Endonuclease
3.40.970.10	1	7	Ribonuclease H1, N-terminal domain
3.40.970.20	1	25	Carbon monoxide dehydrogenase alpha subunit. Chain D, domain 4
3.40.970.30	1	2	yp_829618.1 like domains
3.40.970.40	2	2	fibrinogen binding protein from staphylococcus aureus domain like
3.40.970.50	1	1	
3.40.980.10	12	184	MoaB/Mog-like domain
3.40.980.20	1	6	
3.40.1000.10	8	26	Mog1/PsbP, alpha/beta/alpha sandwich
3.40.1000.20	1	1	TM1622-like
3.40.1000.30	2	9	
3.40.1000.40	1	1	
3.40.1000.50	1	1	
3.40.1000.60	1	9	
3.40.1000.70	1	1	
3.40.1010.10	12	229	Cobalt-precorrin-4 Transmethylase; Domain 1
3.40.1010.20	5	118	
3.40.1010.30	1	2	
3.40.1020.10	1	1	Biosynthetic Threonine Deaminase; Domain 3
3.40.1030.10	8	187	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain
3.40.1050.10	12	188	Carbonic anhydrase
3.40.1060.10	3	23	Aconitase, Domain 2
3.40.1080.10	10	141	Glutaconate Coenzyme A-transferase
3.40.1080.20	1	7	
3.40.1090.10	3	13	Cytosolic phospholipase A2 catalytic domain
3.40.1090.20	1	4	
3.40.1110.10	10	161	Calcium-transporting ATPase, cytoplasmic domain N
